Район,Наслег,ОКТМО,Бассейн рек,Населенный пункт,Год,Месяц,День,в % от нормы,Unnamed: 9,"Кол-во ошибок ""#н/д""",0
Нижнеколымский муниципальный район,поселок Черский,98637151051,р.Колыма,Черский,2018,2,10,>200,,,
Ленский муниципальный район,поселок Витим,98627153051,р.Лена,Витим,2017,2,10,90-110,,,
Ленский муниципальный район,город Ленск,98627101001,р.Лена,Ленск,2017,2,10,70-90,,,
Ленский муниципальный район,Комака,98627433101,р.Лена,Комака,2017,2,10,90-110,,,
Ленский муниципальный район,,98627420106,р.Лена,Дорожный,2017,2,10,130-200,,,
Ленский муниципальный район,Нюйский наслег,98627430101,р.Лена,Нюя,2017,2,10,130-200,,,
Олекминский муниципальный район,Мачинский наслег,98641440101,р.Лена,Мача,2017,2,10,110-130,,,
Олекминский муниципальный район,,98641434106,р.Лена,Килеер,2017,2,10,130-200,,,
Олекминский муниципальный район,город Олекминск,98641101001,р.Лена,Олекминск,2017,2,10,90-110,,,
Олекминский муниципальный район,Тянский национальный наслег,98641475101,р.Лена,Тяня,2017,2,10,110-130,,,
Горный муниципальный район,Мытахский наслег,98620440101,р.Лена,Джикимда,2017,2,10,90-110,,,
Олекминский муниципальный район,Саныяхтахский наслег,98641460101,р.Лена,Саныяхтат,2017,2,10,90-110,,,
Хангаласский муниципальный район,Иситский наслег,98644412101,р.Лена,Исить,2017,2,10,90-110,,,
Горный муниципальный район,Малтанинский наслег,98620433106,р.Лена,Тонгулах,2017,2,10,110-130,,,
Хангаласский муниципальный район,город Покровск,98644101001,р.Лена,Покровск,2017,2,10,70-90,,,
Городской округ Город Якутск,город Якутск,98701000001,р.Лена,Якутск,2017,2,10,110-130,,,
Намский муниципальный район,Ленский наслег,98635425101,р.Лена,Намцы,2017,2,10,70-90,,,
Горный муниципальный район,Бердигестяхский наслег,98620410101,р.Лена,Бердигестях,2017,2,10,90-110,,,
Кобяйский муниципальный район,поселок Сангар,98624151051,р.Лена,Сангары,2017,2,10,70-90,,,
Жиганский национальный эвенкийский муниципальный район,Жиганский эвенкийский национальный наслег,98622410101,р.Лена,Жиганск,2017,2,10,90-110,,,
Жиганский национальный эвенкийский муниципальный район,,98622405101,р.Лена,Бестяхская з/ф,2017,2,10,70-90,,,
Жиганский национальный эвенкийский муниципальный район,Джарджан,98622410101,р.Лена,Джарджан,2017,2,10,<70,,,
Булунский муниципальный район,Булунский национальный (эвенкийский) наслег,98612412101,р.Лена,Кюсюр,2017,2,10,90-110,,,
Алданский муниципальный район,город Томмот,98603105111,р.Амга,Буяга,2017,2,10,90-110,,,
Амгинский муниципальный район,Амгино-Нахаринский наслег,98608429111,р.Амга,Тегюльтя,2017,2,10,90-110,,,
Амгинский муниципальный район,Амгинский наслег,98608432101,р.Амга,Амга,2017,2,10,110-130,,,
Алданский муниципальный район,Нагорный,98603105106,р.Алдан,Нагорный,2017,2,10,<70,,,
Нерюнгринский муниципальный район,поселок Чульман,98660165051,р.Алдан,Чульман,2017,2,10,70-90,,,
Алданский муниципальный район,,98603101111,р.Алдан,Канку,2017,2,10,90-110,,,
